color1	color2	Lot_Name	Species	LOT	MOM	seed_zone 	elevation_cat	elevation_band	metal_tag	Genotype	Plant_Yr	Mort_Yr	Height_17	Height_18	Height_19	BD_19	%_alive_needles_19	Height_20	BD_20	%_alive_needles_20	Tissue_collected	Height_21	BD_21	alive_needles_21	num_needles
clear	clear/purple	PILA60_18	PILA	5757	19279	533	-99	6000	3317	0	2019	2019	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
clear	clear/purple	PILA60_18	PILA	5757	19279	533	-99	6000	1174	0	2019	2021	-99	-99	-99	-99	-99	15.5	6.2	90	3	16	5.6	0	-99
clear	clear/purple	PILA60_18	PILA	5757	19279	533	-99	6000	3253	0	2019	2021	-99	-99	-99	-99	-99	22	5.3	100	3	21	4.4	0	5
clear	clear/purple	PILA60_18	PILA	5757	19279	533	-99	6000	3197	0	2019	2021	-99	-99	-99	-99	-99	22	4.9	80	2	25	5.4	0	5
clear	clear/purple	PILA60_18	PILA	5757	19279	533	-99	6000	1526	0	2019	-99	-99	-99	-99	-99	-99	13	5.2	80	3	-99	-99	-99	-99
clear	clear/purple	PILA60_18	PILA	5757	19279	533	-99	6000	3752	0	2019	-99	-99	-99	-99	-99	-99	24	5.1	100	3	-99	-99	-99	-99
clear	clear/purple	PILA60_18	PILA	5757	19279	533	-99	6000	3811	1	2019	-99	-99	-99	-99	-99	-99	20.5	6.5	100	3	15.2	9.7	100	5
clear	green	PILA60_19	PILA	5963	19422	531	-99	6000	3138	0	2019	2019	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
clear	orange	PILA60_20	PILA	5782	19376	531	-99	6000	1359	0	2019	2019	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
clear	orange	PILA60_20	PILA	5782	19376	531	-99	6000	3010	0	2019	2019	-99	-99	-99	-99	-99	-99	-99	0	-99	-99	-99	-99	-99
clear	orange	PILA60_20	PILA	5782	19376	531	-99	6000	3545	0	2019	-99	-99	-99	-99	-99	-99	13	3.7	30	0	-99	-99	-99	-99
clear	orange/clear	PILA60_21	PILA	8217	19263	533	-99	6000	1164	0	2019	2020	-99	-99	15	2.69	-99	-99	-99	0	-99	-99	-99	-99	-99
clear	orange/clear	PILA60_21	PILA	8217	19263	533	-99	6000	3137	0	2019	2019	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
clear	orange/clear	PILA60_21	PILA	8217	19263	533	-99	6000	3413	0	2019	2019	-99	-99	-99	-99	-99	-99	-99	0	-99	-99	-99	-99	-99
clear	orange/clear	PILA60_21	PILA	8217	19263	533	-99	6000	3422	0	2019	2019	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
clear	orange/clear	PILA60_21	PILA	8217	19263	533	-99	6000	1662	0	2019	2021	-99	-99	-99	-99	-99	16	4.6	80	3	-99	-99	-99	-99
clear	orange/clear	PILA60_21	PILA	8217	19263	533	-99	6000	3196	0	2019	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	24.4	11.9	10	5
clear	orange/clear	PILA60_21	PILA	8217	19263	533	-99	6000	1823	0	2019	-99	-99	-99	-99	-99	-99	19	6	90	3	-99	-99	-99	-99
clear	orange/clear	PILA60_21	PILA	8217	19263	533	-99	6000	1876	0	2019	-99	-99	-99	-99	-99	-99	18	5.2	90	3	24.4	8.3	100	5
clear	orange/clear	PILA60_21	PILA	8217	19263	533	-99	6000	3424	0	2019	-99	-99	-99	-99	-99	-99	24.2	6.4	85	3	31.6	7.6	50	5
clear	pink	PILA60_22	PILA	6144	19310	531	-99	6000	1523	0	2019	2019	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
clear	pink	PILA60_22	PILA	6144	19310	531	-99	6000	1704	0	2019	2019	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
clear	pink	PILA60_22	PILA	6144	19310	531	-99	6000	3219	0	2019	2019	-99	-99	-99	-99	-99	-99	-99	0	-99	-99	-99	-99	-99
clear	pink	PILA60_22	PILA	6144	19310	531	-99	6000	1819	0	2019	2021	-99	-99	-99	-99	-99	13.7	5.2	100	3	14	4.45	0	5
clear	pink	PILA60_22	PILA	6144	19310	531	-99	6000	1807	1	2019	-99	-99	-99	-99	-99	-99	17.5	4.9	80	3	23	5.9	100	5
clear	pink	PILA60_22	PILA	6144	19310	531	-99	6000	3586	1	2019	-99	-99	-99	-99	-99	-99	13	7.5	80	2	-99	-99	-99	-99
clear	pink/clear	PILA60_17	PILA	6144	19310	531	-99	6000	1347	0	2019	2019	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
clear	pink/clear	PILA60_17	PILA	6144	19310	531	-99	6000	1708	0	2019	2019	-99	-99	-99	-99	-99	-99	-99	0	-99	-99	-99	-99	-99
clear	pink/clear	PILA60_17	PILA	6144	19310	531	-99	6000	3111	0	2019	2019	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
clear	purple	PILA60_23	PILA	7060	19415	531	-99	6000	1545	0	2019	2019	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
clear	purple	PILA60_23	PILA	7060	19415	531	-99	6000	1092	0	2019	-99	-99	-99	12.5	3.64	-99	9	5.7	100	3	14.2	8.3	100	5
clear	purple 	PILA60_23	PILA	7060	19415	531	-99	6000	3913	0	2019	-99	-99	-99	-99	-99	-99	12.5	8	100	3	17	8.2	80	5
clear	purple/clear	PILA60_24	PILA	5757	19279	533	-99	6000	1503	0	2019	2019	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
clear	purple/clear	PILA60_24	PILA	5757	19279	533	-99	6000	3187	0	2019	2019	-99	-99	-99	-99	-99	-99	-99	0	-99	-99	-99	-99	-99
clear	purple/clear	PILA60_24	PILA	5757	19279	533	-99	6000	3146	0	2019	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	26.6	6.6	100	5
clear	purple/clear	PILA60_24	PILA	5757	19279	533	-99	6000	3599	0	2019	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	15	4.8	100	5
clear	purple/clear	PILA60_24	PILA	5757	19279	533	-99	6000	1787	0	2019	-99	-99	-99	-99	-99	-99	19	7.4	100	5	24	5.3	0	5
clear	purple/clear	PILA60_24	PILA	5757	19279	533	-99	6000	1953	1	2019	-99	-99	-99	-99	-99	-99	13	5.1	80	3	20.8	4.1	100	5
clear	purple/clear	PILA60_24	PILA	5757	19279	533	-99	6000	1989	0	2019	-99	-99	-99	-99	-99	-99	27.5	8.8	85	3	-99	-99	-99	-99
clear	purple/clear	PILA60_24	PILA	5757	19279	533	-99	6000	2188	0	2019	-99	-99	-99	-99	-99	-99	24	7.9	80	3	37.8	10.1	100	5
clear	purple/clear	PILA60_24	PILA	5757	19279	533	-99	6000	3770	1	2019	-99	-99	-99	-99	-99	-99	18	5.4	100	3	-99	-99	-99	-99
clear	purple/clear	PILA60_24	PILA	5757	19279	533	-99	6000	3778	0	2019	-99	-99	-99	-99	-99	-99	19.3	4.5	95	0	25.2	4.5	100	5
clear	yellow/clear	PILA60_25	PILA	8221	19271	533	-99	6000	3975	0	2019	2019	-99	-99	-99	-99	-99	-99	-99	0	-99	-99	-99	-99	-99
clear	yellow/clear	PILA60_25	PILA	8221	19271	533	-99	6000	1791	0	2019	2021	-99	-99	-99	-99	-99	16.2	4.1	100	3	-99	-99	-99	-99
clear 	clear/orange	PILA60_26	PILA	8217	19263	533	-99	6000	3217	0	2019	2019	-99	-99	-99	-99	-99	-99	-99	0	-99	-99	-99	-99	-99
clear 	clear/orange	PILA60_26	PILA	8217	19263	533	-99	6000	1975	0	2019	-99	-99	-99	-99	-99	-99	13	5	90	2	23	7.3	100	5
clear 	clear/orange	PILA60_26	PILA	8217	19263	533	-99	6000	3296	0	2019	-99	-99	-99	-99	-99	-99	16	6.7	100	3	-99	-99	-99	-99
clear 	green	PILA60_19	PILA	5963	19422	531	-99	6000	3854	0	2019	-99	-99	-99	-99	-99	-99	13	4.8	90	3	15.8	6.4	100	5
green	black	PILA45_1	PILA	7057	19408	531	-99	4500	1303	0	2019	2019	-99	-99	-99	-99	-99	-99	-99	0	-99	-99	-99	-99	-99
green	black	PILA45_1	PILA	7057	19408	531	-99	4500	1527	0	2019	2019	-99	-99	-99	-99	-99	-99	-99	0	-99	-99	-99	-99	-99
green	black	PILA45_1	PILA	7057	19408	531	-99	4500	3204	1	2019	2019	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
green	black	PILA45_1	PILA	7057	19408	531	-99	4500	1322	0	2019	-99	-99	-99	-99	-99	-99	26.1	6.4	95	3	53.8	14	100	3
green	black	PILA45_1	PILA	7057	19408	531	-99	4500	1514	0	2019	-99	-99	-99	-99	-99	-99	21	7.1	80	3	23.8	5.9	50	5
green	black	PILA45_1	PILA	7057	19408	531	-99	4500	3576	1	2019	-99	-99	-99	-99	-99	-99	16	3.5	100	3	-99	-99	-99	-99
green	black	PILA45_1	PILA	7057	19408	531	-99	4500	3756	0	2019	-99	-99	-99	-99	-99	-99	19	4.6	100	3	20.6	5.6	35	5
green	blue	PILA45_2	PILA	8433	19303	531	-99	4500	1338	0	2019	-99	-99	-99	-99	-99	-99	34	9.3	100	3	-99	-99	-99	-99
green	blue	PILA45_2	PILA	8433	19303	531	-99	4500	1382	0	2019	-99	-99	-99	-99	-99	-99	35	13.2	100	5	-99	-99	-99	-99
green	blue	PILA45_2	PILA	8433	19303	531	-99	4500	3200	0	2019	-99	-99	-99	-99	-99	-99	14.7	6.8	80	3	-99	-99	-99	-99
green	blue	PILA45_2	PILA	8433	19303	531	-99	4500	3302	0	2019	-99	-99	-99	-99	-99	-99	22	6	100	3	-99	-99	-99	-99
green	blue	PILA45_2	PILA	8433	19303	531	-99	4500	3307	0	2019	-99	-99	-99	-99	-99	-99	34	7.6	100	3	46.8	11.9	100	5
green	blue	PILA45_2	PILA	8433	19303	531	-99	4500	3476	0	2019	-99	-99	-99	-99	-99	-99	27.5	8.7	90	3	53.2	12.4	100	5
green	blue	PILA45_2	PILA	8433	19303	531	-99	4500	3989	0	2019	-99	-99	-99	-99	-99	-99	17	11.9	80	3	-99	-99	-99	-99
green	brown	PILA45_3	PILA	6264	19410	531	-99	4500	1358	0	2019	2019	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
green	brown	PILA45_3	PILA	6264	19410	531	-99	4500	1542	0	2019	2019	-99	-99	-99	-99	-99	-99	-99	0	-99	-99	-99	-99	-99
green	brown	PILA45_3	PILA	6264	19410	531	-99	4500	3790	0	2019	2019	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
green	brown	PILA45_3	PILA	6264	19410	531	-99	4500	1872	0	2019	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	20.6	5.8	5	5
green	clear	PILA45_4	PILA	6036	19427	531	-99	4500	1995	0	2019	2019	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
green	clear	PILA45_4	PILA	6036	19427	531	-99	4500	3845	0	2019	2019	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
green	clear	PILA45_4	PILA	6036	19427	531	-99	4500	3880	0	2019	2019	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
green	clear	PILA45_4	PILA	6036	19427	531	-99	4500	3150	0	2019	-99	-99	-99	-99	-99	-99	23	7.7	90	5	44.4	12.9	100	5
green	clear	PILA45_4	PILA	6036	19427	531	-99	4500	3407	1	2019	-99	-99	-99	-99	-99	-99	28	9.1	100	3	37.8	11.4	85	5
green	green	PILA45_5	PILA	8245	19447	531	-99	4500	1540	0	2019	2019	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
green	green	PILA45_5	PILA	8245	19447	531	-99	4500	3430	0	2019	2021	-99	-99	-99	-99	-99	13.5	5.5	60	3	13	4	0	5
green	green	PILA45_5	PILA	8245	19447	531	-99	4500	1516	0	2019	-99	-99	-99	-99	-99	-99	12	4	100	2	17	4.6	100	5
green	orange	PILA45_6	PILA	8434	19320	531	-99	4500	3147	0	2019	2019	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
green	orange	PILA45_6	PILA	8434	19320	531	-99	4500	3546	0	2019	2019	-99	-99	-99	-99	-99	-99	-99	0	-99	-99	-99	-99	-99
green	orange	PILA45_6	PILA	8434	19320	531	-99	4500	1994	1	2019	2021	-99	-99	-99	-99	-99	20	6.4	60	3	21	4.5	0	5
green	orange	PILA45_6	PILA	8434	19320	531	-99	4500	1508	0	2019	-99	-99	-99	-99	-99	-99	22.5	8	100	3	30.4	15	100	5
green	orange	PILA45_6	PILA	8434	19320	531	-99	4500	1742	0	2019	-99	-99	-99	-99	-99	-99	18.5	10	85	3	32	13.2	100	3
green	orange	PILA45_6	PILA	8434	19320	531	-99	4500	3822	0	2019	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	25.2	11.8	100	5
green	pink	PILA45_7	PILA	6263	19304	531	-99	4500	3487	0	2019	2019	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
green	pink	PILA45_7	PILA	6263	19304	531	-99	4500	1541	0	2019	-99	-99	-99	-99	-99	-99	16.5	5.8	90	3	-99	-99	-99	-99
green	pink	PILA45_7	PILA	6263	19304	531	-99	4500	3769	0	2019	-99	-99	-99	-99	-99	-99	19	5.7	100	3	28.6	8.8	100	5
green	purple	PILA45_8	PILA	8435	19328	531	-99	4500	1188	0	2019	2019	-99	-99	-99	-99	-99	-99	-99	0	-99	-99	-99	-99	-99
green	purple	PILA45_8	PILA	8435	19328	531	-99	4500	3833	0	2019	2019	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
green	purple	PILA45_8	PILA	8435	19328	531	-99	4500	3044	0	2019	-99	-99	-99	-99	-99	-99	32	10.2	100	3	-99	-99	-99	-99
green	purple	PILA45_8	PILA	8435	19328	531	-99	4500	3952	0	2019	-99	-99	-99	-99	-99	-99	25	9.6	100	3	33.4	9.2	100	5
green	yellow	PILA45_1	PILA	8437	19352	531	-99	4500	3405	0	2019	2019	-99	-99	-99	-99	-99	-99	-99	0	-99	-99	-99	-99	-99
green	yellow	PILA45_1	PILA	8437	19352	531	-99	4500	1323	1	2019	-99	-99	-99	-99	-99	-99	20	6.6	100	3	29	9	100	5
green	yellow	PILA45_1	PILA	8437	19352	531	-99	4500	3709	0	2019	-99	-99	-99	-99	-99	-99	24	4.9	100	3	27.4	6.8	100	5
green	yellow	PILA45_1	PILA	8437	19352	531	-99	4500	3954	0	2019	-99	-99	-99	-99	-99	-99	22	5.5	80	3	30.8	7.6	100	5
orange	blue	PILA55_2	PILA	8232	19200	532	-99	5500	1547	0	2019	2019	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
orange	blue	PILA55_2	PILA	8232	19200	532	-99	5500	1148	1	2019	-99	-99	-99	12	2.75	-99	18	4.9	100	3	-99	-99	-99	-99
orange	blue	PILA55_2	PILA	8232	19200	532	-99	5500	1671	0	2019	-99	-99	-99	-99	-99	-99	13.2	5.7	80	3	15.8	5.4	25	5
orange	blue	PILA55_2	PILA	8232	19200	532	-99	5500	3254	0	2019	-99	-99	-99	-99	-99	-99	14.5	4.7	95	3	-99	-99	-99	-99
orange	blue	PILA55_2	PILA	8232	19200	532	-99	5500	3531	1	2019	-99	-99	-99	-99	-99	-99	17	8.1	90	3	-99	-99	-99	-99
orange	blue	PILA55_2	PILA	8232	19200	532	-99	5500	3787	1	2019	-99	-99	-99	-99	-99	-99	21	4.9	100	3	-99	-99	-99	-99
orange	blue	PILA55_2	PILA	8232	19200	532	-99	5500	3852	0	2019	-99	-99	-99	-99	-99	-99	13	5.9	80	3	-99	-99	-99	-99
orange	blue	PILA55_2	PILA	8232	19200	532	-99	5500	3891	0	2019	-99	-99	-99	-99	-99	-99	19	6.7	90	3	-99	-99	-99	-99
orange	brown	PILA55_3	PILA	8230	19975	532	-99	5500	3749	1	2019	2021	-99	-99	-99	-99	-99	19	5.1	100	2	-99	-99	-99	-99
orange	brown	PILA55_3	PILA	8230	19975	532	-99	5500	1840	0	2019	-99	-99	-99	-99	-99	-99	11	3.5	70	0	-99	-99	-99	-99
orange	brown	PILA55_3	PILA	8230	19975	532	-99	5500	1902	1	2019	-99	-99	-99	-99	-99	-99	11.5	4.2	100	2	18	4	90	5
orange	brown	PILA55_3	PILA	8230	19975	532	-99	5500	3526	0	2019	-99	-99	-99	-99	-99	-99	18	4.5	100	3	20.4	6	100	5
orange	brown	PILA55_3	PILA	8230	19975	532	-99	5500	3846	0	2019	-99	-99	-99	-99	-99	-99	21	8	100	3	-99	-99	-99	-99
orange	clear	PILA55_4	PILA	8233	19186	532	-99	5500	1897	0	2019	2019	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
orange	clear	PILA55_4	PILA	8233	19186	532	-99	5500	3112	1	2019	2019	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
orange	clear	PILA55_4	PILA	8233	19186	532	-99	5500	3446	0	2019	2019	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
orange	clear	PILA55_4	PILA	8233	19186	532	-99	5500	1094	1	2019	-99	-99	-99	19	4.43	-99	27.5	7.8	100	3	38.6	9.7	100	5
orange	clear	PILA55_4	PILA	8233	19186	532	-99	5500	1337	1	2019	-99	-99	-99	-99	-99	-99	21.5	7.2	100	3	50.2	12.5	100	3
orange	clear	PILA55_4	PILA	8233	19186	532	-99	5500	3203	0	2019	-99	-99	-99	-99	-99	-99	20	6	100	3	-99	-99	-99	-99
orange	clear	PILA55_4	PILA	8233	19186	532	-99	5500	3959	0	2019	-99	-99	-99	-99	-99	-99	19	6.7	90	3	-99	-99	-99	-99
orange	green	PILA55_5	PILA	7528	19176	532	-99	5500	1357	0	2019	2019	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
orange	green	PILA55_5	PILA	7528	19176	532	-99	5500	3383	0	2019	2019	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
orange	green	PILA55_5	PILA	7528	19176	532	-99	5500	3872	0	2019	2019	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
orange	green	PILA55_5	PILA	7528	19176	532	-99	5500	1767	0	2019	2021	-99	-99	-99	-99	-99	20.2	7.7	100	3	20	7.5	0	5
orange	green	PILA55_5	PILA	7528	19176	532	-99	5500	1399	0	2019	-99	-99	-99	-99	-99	-99	19	4.7	100	3	17.2	5.9	100	5
orange	green	PILA55_5	PILA	7528	19176	532	-99	5500	3348	0	2019	-99	-99	-99	-99	-99	-99	25	9.4	90	3	41.4	12.8	100	5
orange	purple	PILA55_6	PILA	7529	19177	532	-99	5500	3285	0	2019	2019	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
orange	purple	PILA55_6	PILA	7529	19177	532	-99	5500	1878	0	2019	-99	-99	-99	-99	-99	-99	36	9.8	100	3	-99	-99	-99	-99
orange	purple	PILA55_6	PILA	7529	19177	532	-99	5500	1939	0	2019	-99	-99	-99	-99	-99	-99	7.5	2.9	100	0	13	3.3	65	5
orange	purple	PILA55_6	PILA	7529	19177	532	-99	5500	3311	0	2019	-99	-99	-99	-99	-99	-99	15.2	6	85	3	23	8.9	100	5
orange	red	PILA55_7	PILA	8226	19173	532	-99	5500	1941	0	2019	2019	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
orange	red	PILA55_7	PILA	8226	19173	532	-99	5500	3048	0	2019	-99	-99	-99	-99	-99	-99	51	17.1	100	5	-99	-99	-99	-99
orange	red	PILA55_7	PILA	8226	19173	532	-99	5500	1306	1	2019	-99	-99	-99	-99	-99	-99	17	6.4	85	3	20.4	7.1	100	5
orange	red	PILA55_7	PILA	8226	19173	532	-99	5500	3276	0	2019	-99	-99	-99	-99	-99	-99	10.5	6	30	0	17	5.3	90	5
orange	red	PILA55_7	PILA	8226	19173	532	-99	5500	3745	0	2019	-99	-99	-99	-99	-99	-99	17.2	5.7	90	3	-99	-99	-99	-99
orange	clear	PILA55_4	PILA	8233	19186	532	-99	5500	3165	0	2019	2019	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
orange	yellow	PILA55_8	PILA	7532	19211	532	-99	5500	3255	0	2019	2019	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
orange	yellow	PILA55_8	PILA	7532	19211	532	-99	5500	3755	0	2019	2019	-99	-99	-99	-99	-99	-99	-99	0	-99	-99	-99	-99	-99
orange	yellow	PILA55_8	PILA	7532	19211	532	-99	5500	3894	0	2019	2019	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
orange	yellow	PILA55_8	PILA	7532	19211	532	-99	5500	3272	0	2019	2021	-99	-99	-99	-99	-99	11	3.5	70	0	14	3.4	0	5
orange	yellow	PILA55_8	PILA	7532	19211	532	-99	5500	3293	0	2019	-99	-99	-99	-99	-99	-99	7	3	100	0	-99	-99	-99	-99
orange	yellow	PILA55_8	PILA	7532	19211	532	-99	5500	3911	0	2019	-99	-99	-99	-99	-99	-99	8	1.9	30	0	11.6	3.1	25	5
orange	yellow	PILA55_8	PILA	7532	19211	532	-99	5500	3972	1	2019	-99	-99	-99	-99	-99	-99	14.5	6	80	3	-99	-99	-99	-99
orange 	yellow	PILA55_8	PILA	7532	19211	532	-99	5500	3463	1	2019	-99	-99	-99	-99	-99	-99	17	5.3	100	3	21.4	5.7	50	5
pink	black	PILA50_14	PILA	6679	19534	526	-99	5000	1189	0	2019	2019	-99	-99	-99	-99	-99	-99	-99	0	-99	-99	-99	-99	-99
pink	black	PILA50_14	PILA	6679	19534	526	-99	5000	1389	0	2019	2019	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
pink	black	PILA50_14	PILA	6679	19534	526	-99	5000	3318	0	2019	2019	-99	-99	-99	-99	-99	-99	-99	0	-99	-99	-99	-99	-99
pink	black	PILA50_14	PILA	6679	19534	526	-99	5000	3378	0	2019	2019	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
pink	black	PILA50_14	PILA	6679	19534	526	-99	5000	3496	0	2019	2019	-99	-99	-99	-99	-99	-99	-99	0	-99	-99	-99	-99	-99
pink	black	PILA50_14	PILA	6679	19534	526	-99	5000	3803	0	2019	2021	-99	-99	-99	-99	-99	19	6.5	100	3	24.8	7.9	0	5
pink	black	PILA50_14	PILA	6679	19534	526	-99	5000	3186	0	2019	2021	-99	-99	-99	-99	-99	19.5	6.1	80	3	21.8	4.9	0	-99
pink	black	PILA50_14	PILA	6679	19534	526	-99	5000	1093	0	2019	-99	-99	-99	19	3.61	-99	23	6.7	80	3	31.2	7.2	100	5
pink	black	PILA50_14	PILA	6679	19534	526	-99	5000	1655	0	2019	-99	-99	-99	-99	-99	-99	19.5	5.8	85	3	26	9.6	95	5
pink	black	PILA50_14	PILA	6679	19534	526	-99	5000	3002	0	2019	-99	-99	-99	-99	-99	-99	20	6.2	80	3	26.8	11.1	100	5
pink	black	PILA50_14	PILA	6679	19534	526	-99	5000	3557	0	2019	-99	-99	-99	-99	-99	-99	14.5	8.3	90	2	22	19.3	70	5
pink	black	PILA50_14	PILA	6679	19534	526	-99	5000	3578	0	2019	-99	-99	-99	-99	-99	-99	21	6.2	100	3	22	7	100	5
pink	black	PILA50_14	PILA	6679	19534	526	-99	5000	3759	0	2019	-99	-99	-99	-99	-99	-99	21	6.4	100	3	-99	-99	-99	-99
pink	blue	PILA50_15	PILA	5942	19531	526	-99	5000	1849	0	2019	2019	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
pink	blue	PILA50_15	PILA	5942	19531	526	-99	5000	3224	0	2019	2019	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
pink	blue	PILA50_15	PILA	5942	19531	526	-99	5000	3401	0	2019	2019	-99	-99	-99	-99	-99	-99	-99	0	-99	-99	-99	-99	-99
pink	blue	PILA50_15	PILA	5942	19531	526	-99	5000	3145	0	2019	2021	-99	-99	-99	-99	-99	18	5.4	80	3	22	4.7	0	5
pink	blue	PILA50_15	PILA	5942	19531	526	-99	5000	3729	1	2019	2021	-99	-99	-99	-99	-99	26.5	5	60	2	26	4	0	5
pink	blue	PILA50_15	PILA	5942	19531	526	-99	5000	1304	0	2019	-99	-99	-99	-99	-99	-99	-99	-99	0	-99	38.8	12.7	100	5
pink	blue	PILA50_15	PILA	5942	19531	526	-99	5000	1763	0	2019	-99	-99	-99	-99	-99	-99	19	6.9	70	3	30	9.1	100	5
pink	blue	PILA50_15	PILA	5942	19531	526	-99	5000	1936	1	2019	-99	-99	-99	-99	-99	-99	25	5.6	100	3	-99	-99	-99	-99
pink	blue	PILA50_15	PILA	5942	19531	526	-99	5000	3284	1	2019	-99	-99	-99	-99	-99	-99	21	8.1	80	3	-99	-99	-99	-99
pink	blue	PILA50_15	PILA	5942	19531	526	-99	5000	3319	0	2019	-99	-99	-99	-99	-99	-99	24	6.3	100	3	24	9.2	90	5
pink	blue	PILA50_15	PILA	5942	19531	526	-99	5000	3556	0	2019	-99	-99	-99	-99	-99	-99	17.5	6.9	90	3	-99	-99	-99	-99
pink	blue	PILA50_15	PILA	5942	19531	526	-99	5000	3746	0	2019	-99	-99	-99	-99	-99	-99	28	5.9	100	3	32.2	9.2	100	5
pink	blue	PILA50_15	PILA	5942	19531	526	-99	5000	3789	0	2019	-99	-99	-99	-99	-99	-99	23.6	7.3	100	3	-99	-99	-99	-99
pink	blue	PILA50_15	PILA	5942	19531	526	-99	5000	3830	1	2019	-99	-99	-99	-99	-99	-99	14.5	6	80	3	20	8.8	100	5
pink	blue	PILA50_15	PILA	5942	19531	526	-99	5000	3945	0	2019	-99	-99	-99	-99	-99	-99	24.5	7	80	3	25	7.7	100	5
pink	clear	PILA50_16	PILA	5942	19531	526	-99	5000	1361	0	2019	2019	-99	-99	-99	-99	-99	-99	-99	0	-99	-99	-99	-99	-99
pink	clear	PILA50_16	PILA	5942	19531	526	-99	5000	1606	0	2019	2019	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
pink	clear	PILA50_16	PILA	5942	19531	526	-99	5000	1724	0	2019	2021	-99	-99	-99	-99	-99	20.5	4.7	80	3	23	4.1	0	5
pink	clear	PILA50_16	PILA	5942	19531	526	-99	5000	1162	0	2019	-99	-99	-99	18.5	3.22	-99	14	6.7	100	3	21.2	7.9	100	5
pink	clear	PILA50_16	PILA	8587	19568	526	-99	5000	1806	0	2019	-99	-99	-99	-99	-99	-99	19.2	8.3	100	3	26	7.7	90	5
pink	clear	PILA50_16	PILA	8587	19568	526	-99	5000	3341	0	2019	-99	-99	-99	-99	-99	-99	12	6.5	100	2	-99	-99	-99	-99
purple	black	PILA75_1	PILA	7646	20842	997	-99	7500	3978	1	2019	2021	-99	-99	-99	-99	-99	16.3	5.1	90	3	18	6.2	0	5
purple	black	PILA75_1	PILA 	7646	20842	997	-99	7500	3230	0	2019	-99	-99	-99	-99	-99	-99	9	3.2	100	0	-99	-99	-99	-99
purple	blue	PILA75_1	PILA	7644	20840	997	-99	7500	1596	0	2019	2019	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
purple	blue	PILA75_2	PILA	7644	20840	997	-99	7500	3742	0	2019	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	15.4	12.1	100	5
