Ziptie	Lot_Name	Species	seed_zone	elevation_cat	elevation_band	lot	tree_num	metal_tag	Genotype	Plant_Yr	Mort_Yr	Height_17	BD_17	%_alive_needles_17	Height_18	BD_18	%_alive_needles_18	Height_19	BD_19	%_alive_needles_19	Height_20	BD_20	%_alive_needles_20	Needles?	Height_21	BD_21	alive_needles_21	num_needles
DkBlue	PILA60_2	PILA	532	-99	6000	-99	2	444	0	2017	2018	14	3.7	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	23	7.7	0	5
DkBlue	PILA60_2	PILA	532	-99	6000	-99	36	335	0	2017	2020	16.5	3.7	75	22	5.45	100	21	6.87	100	-99	-99	-99	0	22	8.7	0	5
DkBlue	PILA60_2	PILA	532	-99	6000	-99	29	631	0	2017	2020	15	3.8	50	19	6	100	23.5	8.8	100	-99	-99	-99	0	48	16.5	0	5
DkBlue	PILA60_2	PILA	532	-99	6000	-99	34	854	1	2017	2021	16	4.5	75	17	3.17	75	14	6.55	100	21	10	100	3	21	-99	0	5
DkBlue	PILA60_2	PILA	532	-99	6000	-99	30	337	0	2017	-99	14	3.9	100	23	7.7	100	29	9.64	100	-99	-99	-99	0	49.4	14.6	100	5
DkBlue	PILA60_2	PILA	532	-99	6000	-99	25	350	1	2017	-99	14.5	2.9	-99	18	5.1	100	17.5	6.93	100	31	8.7	100	3	-99	-99	-99	-99
DkBlue	PILA60_2	PILA	532	-99	6000	-99	18	360	1	2017	-99	11.5	3.6	100	18	6.71	100	21.5	10.4	100	28.2	8	95	5	-99	-99	-99	-99
DkBlue	PILA60_2	PILA	532	-99	6000	-99	13	484	0	2017	-99	14	5	100	-99	-99	-99	-99	-99	-99	36	9.7	100	3	58.2	25.1	100	5
DkBlue	PILA60_2	PILA	532	-99	6000	-99	22	722	0	2017	-99	12	3.7	-99	19	7.3	100	32.5	10.23	100	56	14.7	100	3	50.4	20.4	90	5
DkBlue	PILA60_2	PILA	532	-99	6000	-99	33	758	0	2017	-99	15	4.8	75	21	8.26	100	16	9.67	100	28	8.6	95	3	-99	-99	-99	-99
DkBlue	PILA60_2	PILA	532	-99	6000	-99	28	830	1	2017	-99	12	3.8	75	18	5.53	100	15	7.44	100	28	7	70	3	30.2	14	75	5
Fushia	PILA45_1	PILA	531	-99	4500	-99	1	-99	0	2017	2017	12	3.8	0	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
Fushia	PILA45_1	PILA	531	-99	4500	-99	7	-99	0	2017	2017	8	3.2	0	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
Fushia	PILA45_1	PILA	531	-99	4500	-99	8	-99	0	2017	2017	14	3.2	0	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
Fushia	PILA45_1	PILA	531	-99	4500	-99	10	-99	0	2017	2017	14	3.7	0	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
Fushia	PILA45_1	PILA	531	-99	4500	-99	11	-99	0	2017	2017	13	3.5	0	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
Fushia	PILA45_1	PILA	531	-99	4500	-99	13	-99	0	2017	2017	12	3.5	0	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
Fushia	PILA45_1	PILA	531	-99	4500	-99	15	-99	0	2017	2019	13	2.7	75	16	4.6	100	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
Fushia	PILA45_1	PILA	531	-99	4500	-99	4	-99	0	2017	2017	19	3.4	25	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
Fushia	PILA45_1	PILA	531	-99	4500	-99	5	-99	0	2017	2018	20.5	4	100	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
Fushia	PILA45_1	PILA	531	-99	4500	-99	6	-99	0	2017	2017	15.5	4.7	50	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
Fushia	PILA45_1	PILA	531	-99	4500	-99	12	-99	0	2017	2018	17.5	3.2	100	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
Fushia	PILA45_1	PILA	531	-99	4500	-99	16	-99	0	2017	2018	6	4.3	100	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
Fushia	PILA45_1	PILA	531	-99	4500	-99	2	19	0	2017	2020	20	4.6	-99	19	6.99	100	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
Fushia	PILA45_1	PILA	531	-99	4500	-99	9	658	0	2017	2021	13.5	3.7	100	17	4.9	100	20	7.44	100	18	12.1	60	3	17	8.4	0	5
Fushia	PILA45_1	PILA	531	-99	4500	-99	3	221	0	2017	-99	22.5	5.7	75	-99	-99	-99	41	8.22	100	-99	-99	-99	0	58.2	15.1	100	3
Fushia	PILA45_1	PILA	531	-99	4500	-99	14	571	0	2017	-99	14	3.6	-99	23	7.53	100	36.5	10.29	100	51	14.9	100	5	54.6	17	75	5
Fushia	PILA45_1	PILA	531	-99	4500	-99	-99	868	0	2017	-99	-99	-99	-99	-99	-99	-99	25	10.58	100	42	14.5	100	3	76.2	19.1	100	5
grey	PILA50_2	PILA	531	-99	5000	-99	19	-99	0	2017	2017	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
grey	PILA50_2	PILA	531	-99	5000	-99	20	-99	0	2017	2017	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
grey	PILA50_2	PILA	531	-99	5000	-99	21	-99	0	2017	2017	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
grey	PILA50_2	PILA	531	-99	5000	-99	22	-99	0	2017	2017	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
grey	PILA50_2	PILA	531	-99	5000	-99	23	-99	0	2017	2017	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
grey	PILA50_2	PILA	531	-99	5000	-99	24	-99	0	2017	2017	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
grey	PILA50_2	PILA	531	-99	5000	-99	25	-99	0	2017	2017	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
grey	PILA50_2	PILA	531	-99	5000	-99	1	-99	0	2017	2017	14	2.9	0	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
grey	PILA50_2	PILA	531	-99	5000	-99	4	-99	0	2017	2017	9	2.5	0	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
grey	PILA50_2	PILA	531	-99	5000	-99	5	-99	0	2017	2017	11	3.7	0	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
grey	PILA50_2	PILA	531	-99	5000	-99	12	-99	0	2017	2017	10.5	3.6	0	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
grey	PILA50_2	PILA	531	-99	5000	-99	13	-99	0	2017	2017	11	2.5	0	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
grey	PILA50_2	PILA	531	-99	5000	-99	14	-99	0	2017	2017	7	1.8	0	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
grey	PILA50_2	PILA	531	-99	5000	-99	15	-99	0	2017	2017	11.5	2.8	0	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
grey	PILA50_2	PILA	531	-99	5000	-99	17	-99	0	2017	2017	8.5	2.8	0	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
grey	PILA50_2	PILA	531	-99	5000	-99	18	-99	0	2017	2017	10	2	0	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
grey	PILA50_2	PILA	531	-99	5000	-99	7	-99	0	2017	2019	10	3.9	-99	12	5.15	100	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
grey	PILA50_2	PILA	531	-99	5000	-99	6	-99	0	2017	2018	18	5.1	100	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
grey	PILA50_2	PILA	531	-99	5000	-99	8	-99	0	2017	2018	12.5	4.1	100	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
grey	PILA50_2	PILA	531	-99	5000	-99	11	500	0	2017	2020	15	3.8	100	17	6.18	100	28	8.85	100	-99	-99	-99	0	-99	-99	-99	-99
grey	PILA50_2	PILA	531	-99	5000	-99	10	70	0	2017	2020	14	3.2	50	12	3.49	75	12	3.89	75	-99	-99	-99	-99	-99	-99	-99	-99
grey	PILA50_2	PILA	531	-99	5000	-99	16	202	0	2017	-99	11	3.4	75	23	3.52	100	41.5	9.07	100	-99	-99	-99	0	54.6	17.5	90	3
grey	PILA50_2	PILA	531	-99	5000	-99	9	487	1	2017	-99	-99	-99	-99	25	11.63	100	34	11.48	100	43	18.5	85	3	66	24.9	100	5
grey	PILA50_2	PILA	531	-99	5000	-99	3	531	0	2017	-99	12	1.6	-99	17	5.06	100	19	8.27	100	29.5	10.8	95	3	48.2	15.6	100	3
grey	PILA50_2	PILA	531	-99	5000	-99	2	921	1	2017	-99	12.5	4.3	100	21	7.07	100	33	10.14	75	32	13.2	80	3	60.2	10.8	100	5
HiYellow/clear	PILA60_4	PILA	540	-99	6000	-99	1	-99	0	2017	2017	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
HiYellow/clear	PILA60_4	PILA	540	-99	6000	-99	12	-99	0	2017	2017	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
HiYellow/clear	PILA60_4	PILA	540	-99	6000	-99	27	-99	0	2017	2017	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
HiYellow/clear	PILA60_4	PILA	540	-99	6000	-99	29	-99	0	2017	2017	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
HiYellow/clear	PILA60_4	PILA	540	-99	6000	-99	30	-99	0	2017	2017	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
HiYellow/clear	PILA60_4	PILA	540	-99	6000	-99	31	-99	0	2017	2017	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
HiYellow/clear	PILA60_4	PILA	540	-99	6000	-99	4	-99	0	2017	2017	8.5	2	0	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
HiYellow/clear	PILA60_4	PILA	540	-99	6000	-99	6	-99	0	2017	2017	9	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
HiYellow/clear	PILA60_4	PILA	540	-99	6000	-99	9	-99	0	2017	2017	12	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
HiYellow/clear	PILA60_4	PILA	540	-99	6000	-99	11	-99	0	2017	2017	8.5	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
HiYellow/clear	PILA60_4	PILA	540	-99	6000	-99	13	-99	0	2017	2017	12.5	3.2	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
HiYellow/clear	PILA60_4	PILA	540	-99	6000	-99	14	-99	0	2017	2017	12.5	3.6	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
HiYellow/clear	PILA60_4	PILA	540	-99	6000	-99	22	-99	0	2017	2017	9	1.8	0	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
HiYellow/clear	PILA60_4	PILA	540	-99	6000	-99	25	-99	0	2017	2017	14	2.8	0	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
HiYellow/clear	PILA60_4	PILA	540	-99	6000	-99	10	425	0	2017	2018	13	4.3	100	17	6.8	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
HiYellow/clear	PILA60_4	PILA	540	-99	6000	-99	7	451	0	2017	2019	17.5	-99	-99	16	14.14	50	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
HiYellow/clear	PILA60_4	PILA	540	-99	6000	-99	18	-99	0	2017	2020	11.5	3.5	75	14	3.74	100	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
HiYellow/clear	PILA60_4	PILA	540	-99	6000	-99	19	-99	0	2017	2020	12	3	-99	20	6.5	100	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
HiYellow/clear	PILA60_4	PILA	540	-99	6000	-99	5	188	0	2017	2020	14	3.5	75	-99	-99	-99	14.5	7.16	50	-99	-99	-99	0	-99	-99	-99	-99
HiYellow/clear	PILA60_4	PILA	540	-99	6000	-99	26	926	0	2017	2020	15	4	75	18	5.09	100	18.5	6.7	100	-99	-99	-99	0	-99	-99	-99	-99
HiYellow/clear	PILA60_4	PILA	540	-99	6000	-99	28	972	0	2017	2020	11	3.3	100	14	6.56	100	-99	-99	-99	-99	-99	-99	0	-99	-99	-99	-99
HiYellow/clear	PILA60_4	PILA	540	-99	6000	-99	16	568	0	2017	2020	-99	-99	-99	15	4.05	100	17	5.66	100	-99	-99	-99	0	-99	-99	-99	-99
HiYellow/clear	PILA60_4	PILA	540	-99	6000	-99	15	779	0	2017	2020	12	2.9	-99	23	7.91	100	33.5	11.46	100	-99	-99	-99	0	-99	-99	-99	-99
HiYellow/clear	PILA60_4	PILA	540	-99	6000	-99	23	838	0	2017	2020	13	2	-99	-99	-99	-99	18	11.45	100	-99	-99	-99	0	-99	-99	-99	-99
HiYellow/clear	PILA60_4	PILA	540	-99	6000	-99	17	590	0	2017	2020	15.5	2.9	-99	16	5.51	100	19.5	6.65	100	-99	-99	-99	0	40	9.1	0	5
HiYellow/clear	PILA60_4	PILA	540	-99	6000	-99	2	112	0	2017	-99	12.5	5.2	100	22	6.58	75	23	9.3	100	74	24.9	80	5	30.4	15.1	75	5
HiYellow/clear	PILA60_4	PILA	540	-99	6000	-99	-99	376	0	2017	-99	-99	-99	-99	-99	-99	-99	22	9.04	100	-99	-99	-99	0	48.2	16.8	75	5
HiYellow/clear	PILA60_4	PILA	540	-99	6000	-99	3	468	0	2017	-99	14	4	-99	18	4.15	100	14	8.53	100	19	6.5	100	3	23	12.4	75	5
HiYellow/clear	PILA60_4	PILA	540	-99	6000	-99	8	485	0	2017	-99	16.5	4.5	100	20	7.15	100	-99	-99	-99	25	13.2	80	3	31	16.5	50	5
HiYellow/clear	PILA60_4	PILA	540	-99	6000	-99	24	570	0	2017	-99	14	3.7	50	18	4.3	100	16	6.45	100	-99	-99	-99	0	24.2	11	100	5
HiYellow/clear	PILA60_4	PILA	540	-99	6000	-99	21	575	0	2017	-99	13	4.6	75	18	6.28	100	18	6.85	100	-99	-99	-99	0	35.8	12.4	50	3
HiYellow/clear	PILA60_4	PILA	540	-99	6000	-99	-99	619	1	2017	-99	-99	-99	-99	-99	-99	-99	36	11.74	100	65	26.9	100	3	66	21.2	85	5
HiYellow/clear	PILA60_4	PILA	540	-99	6000	-99	20	809	0	2017	-99	13	4.6	-99	18	7.56	100	31	13.35	100	62	15.4	90	5	77.6	21.2	100	5
Local	PILA45_L	PILA	526	-99	4500	-99	198	566	0	2017	-99	-99	-99	-99	-99	-99	-99	27	8.12	100	-99	-99	-99	0	35	15.5	100	5
Local	PILA45_L	PILA	526	-99	4500	-99	216	595	0	2017	2021	13	3.1	-99	-99	-99	-99	37	12.81	100	-99	-99	-99	0	72	22.1	0	5
Local	PILA45_L	PILA	526	-99	4500	-99	110	944	0	2017	2017	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
Local	PILA45_L	PILA	526	-99	4500	-99	15	1564	0	2017	2017	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
Local	PILA45_L	PILA	526	-99	4500	-99	40	-99	0	2017	2017	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
Local	PILA45_L	PILA	526	-99	4500	-99	42	-99	0	2017	2017	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
Local	PILA45_L	PILA	526	-99	4500	-99	45	-99	0	2017	2017	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
Local	PILA45_L	PILA	526	-99	4500	-99	53	-99	0	2017	2017	11	2.4	0	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
Local	PILA45_L	PILA	526	-99	4500	-99	59	-99	0	2017	2017	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
Local	PILA45_L	PILA	526	-99	4500	-99	65	-99	0	2017	2017	32	7.4	0	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
Local	PILA45_L	PILA	526	-99	4500	-99	68	-99	0	2017	2017	22	2.2	0	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
Local	PILA45_L	PILA	526	-99	4500	-99	83	-99	0	2017	2017	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
Local	PILA45_L	PILA	526	-99	4500	-99	85	-99	0	2017	2017	18	2.6	0	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
Local	PILA45_L	PILA	526	-99	4500	-99	87	-99	0	2017	2017	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
Local	PILA45_L	PILA	526	-99	4500	-99	88	-99	0	2017	2017	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
Local	PILA45_L	PILA	526	-99	4500	-99	89	-99	0	2017	2017	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
Local	PILA45_L	PILA	526	-99	4500	-99	96	-99	0	2017	2017	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
Local	PILA45_L	PILA	526	-99	4500	-99	97	-99	0	2017	2017	9.5	3.2	0	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
Local	PILA45_L	PILA	526	-99	4500	-99	98	-99	0	2017	2017	5.5	3	0	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
Local	PILA45_L	PILA	526	-99	4500	-99	99	-99	0	2017	2017	8	2.4	0	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
Local	PILA45_L	PILA	526	-99	4500	-99	105	-99	0	2017	2017	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
Local	PILA45_L	PILA	526	-99	4500	-99	106	-99	0	2017	2017	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
Local	PILA45_L	PILA	526	-99	4500	-99	107	-99	0	2017	2017	13.5	4.1	0	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
Local	PILA45_L	PILA	526	-99	4500	-99	108	-99	0	2017	2017	16	2.6	0	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
Local	PILA45_L	PILA	526	-99	4500	-99	112	-99	0	2017	2017	14.5	2.3	0	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
Local	PILA45_L	PILA	526	-99	4500	-99	115	-99	0	2017	2017	31	4.8	0	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
Local	PILA45_L	PILA	526	-99	4500	-99	116	-99	0	2017	2017	16.5	2.7	0	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
Local	PILA45_L	PILA	526	-99	4500	-99	117	-99	0	2017	2017	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
Local	PILA45_L	PILA	526	-99	4500	-99	120	-99	0	2017	2017	15.5	3	0	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
Local	PILA45_L	PILA	526	-99	4500	-99	127	-99	0	2017	2017	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
Local	PILA45_L	PILA	526	-99	4500	-99	129	-99	0	2017	2017	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
Local	PILA45_L	PILA	526	-99	4500	-99	132	-99	0	2017	2017	10	2.2	0	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
Local	PILA45_L	PILA	526	-99	4500	-99	134	-99	0	2017	2017	10	2.6	0	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
Local	PILA45_L	PILA	526	-99	4500	-99	135	-99	0	2017	2017	15	3.2	0	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
Local	PILA45_L	PILA	526	-99	4500	-99	142	-99	0	2017	2017	11.5	2.4	0	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
Local	PILA45_L	PILA	526	-99	4500	-99	144	-99	0	2017	2017	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
Local	PILA45_L	PILA	526	-99	4500	-99	176	-99	0	2017	2017	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
Local	PILA45_L	PILA	526	-99	4500	-99	181	-99	0	2017	2017	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
Local	PILA45_L	PILA	526	-99	4500	-99	182	-99	0	2017	2017	-99	-99	0	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
Local	PILA45_L	PILA	526	-99	4500	-99	199	-99	0	2017	2017	18	2.5	0	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
Local	PILA45_L	PILA	526	-99	4500	-99	225	-99	0	2017	2017	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
Local	PILA45_L	PILA	526	-99	4500	-99	226	-99	0	2017	2017	15	2.7	0	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
Local	PILA45_L	PILA	526	-99	4500	-99	228	-99	0	2017	2017	13	3.2	0	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
Local	PILA45_L	PILA	526	-99	4500	-99	237	-99	0	2017	2017	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
Local	PILA45_L	PILA	526	-99	4500	-99	241	-99	0	2017	2017	6.5	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
Local	PILA45_L	PILA	526	-99	4500	-99	249	-99	0	2017	2017	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
Local	PILA45_L	PILA	526	-99	4500	-99	252	-99	0	2017	2017	23	3	0	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
Local	PILA45_L	PILA	526	-99	4500	-99	255	-99	0	2017	2017	13	2.6	0	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
Local	PILA45_L	PILA	526	-99	4500	-99	256	-99	0	2017	2017	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
Local	PILA45_L	PILA	526	-99	4500	-99	258	-99	0	2017	2017	15	3	0	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
Local	PILA45_L	PILA	526	-99	4500	-99	260	-99	0	2017	2017	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
Local	PILA45_L	PILA	526	-99	4500	-99	263	-99	0	2017	2017	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
Local	PILA45_L	PILA	526	-99	4500	-99	271	-99	0	2017	2017	12.5	4.1	0	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
Local	PILA45_L	PILA	526	-99	4500	-99	275	-99	0	2017	2017	34.5	4.4	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
Local	PILA45_L	PILA	526	-99	4500	-99	315	-99	0	2017	2017	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
Local	PILA45_L	PILA	526	-99	4500	-99	1	-99	0	2017	2017	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
Local	PILA45_L	PILA	526	-99	4500	-99	8	-99	0	2017	2017	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
Local	PILA45_L	PILA	526	-99	4500	-99	10	-99	0	2017	2017	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
Local	PILA45_L	PILA	526	-99	4500	-99	11	-99	0	2017	2017	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
Local	PILA45_L	PILA	526	-99	4500	-99	13	-99	0	2017	2017	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
Local	PILA45_L	PILA	526	-99	4500	-99	43	-99	0	2017	2017	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
Local	PILA45_L	PILA	526	-99	4500	-99	84	-99	0	2017	2017	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
Local	PILA45_L	PILA	526	-99	4500	-99	90	-99	0	2017	2017	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
Local	PILA45_L	PILA	526	-99	4500	-99	94	-99	0	2017	2017	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
Local	PILA45_L	PILA	526	-99	4500	-99	101	-99	0	2017	2017	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
Local	PILA45_L	PILA	526	-99	4500	-99	103	-99	0	2017	2017	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
Local	PILA45_L	PILA	526	-99	4500	-99	109	-99	0	2017	2017	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
Local	PILA45_L	PILA	526	-99	4500	-99	121	-99	0	2017	2017	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
