TAG_COLOR	Lot_Name	Species	lot	MOM	seed_zone	elevation_cat	elevation_band	tree_num	metal_tag	Genotype	Plant_Yr	Mort_Yr	Height_17	Height_18	BD_18	%_alive_needles_18	Height_19	BD_19	%_alive_needles_19	Height_20	BD_20	%_alive_needles_20	Tissue_collected	Height_21	BD_21	alive_needles_21	num_needles
clear/red	PILA50_3	PILA	6042	19523	526	-99	5000	7	-99	0	2018	2018	-99	9	2.33	50	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
clear/red	PILA50_3	PILA	6042	19523	526	-99	5000	9	-99	0	2018	2019	-99	7	2.45	100	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
clear/red	PILA50_3	PILA	6042	19523	526	-99	5000	4	552	0	2018	2020	-99	13	2.52	100	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
clear/red	PILA50_3	PILA	6042	19523	526	-99	5000	10	2997	0	2018	2021	-99	8	2.52	100	11	2.77	100	-99	-99	-99	-99	-99	-99	-99	-99
clear/red	PILA50_3	PILA	6042	19523	526	-99	5000	3	271	0	2018	2021	-99	16	3.42	100	23	6.92	100	-99	-99	-99	-99	-99	-99	-99	-99
clear/red	PILA50_3	PILA	6042	19523	526	-99	5000	12	2928	1	2018	-99	-99	-99	-99	-99	16	5.97	100	25	8.7	100	3	30.6	10.4	85	5
clear/red	PILA50_3	PILA	6042	19523	526	-99	5000	2	521	0	2018	-99	-99	11	2.89	100	19	5.66	100	33	7.7	100	3	38.8	12.2	100	5
clear/red	PILA50_3	PILA	6042	19523	526	-99	5000	5	2095	0	2018	-99	-99	12	2.39	100	13.5	5.64	100	-99	-99	-99	-99	30.6	10.3	100	5
clear/red	PILA50_3	PILA	6042	19523	526	-99	5000	8	2324	0	2018	-99	-99	9	2.28	100	14	3.1	100	15.2	5.2	90	3	16	5.6	100	5
clear/red	PILA50_3	PILA	6042	19523	526	-99	5000	11	2990	0	2018	-99	-99	12	3.22	100	13	4.13	100	18	6.4	85	2	-99	-99	-99	-99
DkBlue/grey	PILA60_4	PILA	7555	19067	540	-99	6000	10	-99	0	2018	2018	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
DkBlue/grey	PILA60_4	PILA	7555	19067	540	-99	6000	11	-99	0	2018	2018	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
DkBlue/grey	PILA60_4	PILA	7555	19067	540	-99	6000	12	-99	0	2018	2018	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
DkBlue/grey	PILA60_4	PILA	7555	19067	540	-99	6000	2	-99	0	2018	2019	-99	10	2.8	100	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
DkBlue/grey	PILA60_4	PILA	7555	19067	540	-99	6000	3	180	0	2018	2021	-99	15	2.82	100	12.5	5.21	100	-99	-99	-99	-99	-99	-99	-99	-99
DkBlue/grey	PILA60_4	PILA	7555	19067	540	-99	6000	9	1576	0	2018	2021	-99	12	2.08	100	10	2.86	100	-99	-99	-99	-99	-99	-99	-99	-99
DkBlue/grey	PILA60_4	PILA	7555	19067	540	-99	6000	-99	2216	0	2018	2021	-99	10	2.8	100	14	4.45	100	-99	-99	-99	-99	-99	-99	-99	-99
DkBlue/grey	PILA60_4	PILA	7555	19067	540	-99	6000	8	2784	0	2018	2021	-99	13	3.06	100	17	4.79	100	-99	-99	-99	-99	-99	-99	-99	-99
DkBlue/grey	PILA60_4	PILA	7555	19067	540	-99	6000	1	37	0	2018	-99	-99	15	3.29	100	18	4.88	100	35.6	11.2	100	3	53.6	14.3	100	5
DkBlue/grey	PILA60_4	PILA	7555	19067	540	-99	6000	7	933	0	2018	-99	-99	12	2.08	100	10	2.82	100	-99	-99	-99	-99	18	5.2	100	5
DkBlue/grey	PILA60_4	PILA	7555	19067	540	-99	6000	4	1250	0	2018	-99	-99	16	4.26	100	16	6.28	100	-99	-99	-99	-99	54.8	17.4	100	5
DkBlue/grey	PILA60_4	PILA	7555	19067	540	-99	6000	6	2975	0	2018	-99	-99	14	3.63	100	16.5	4.87	100	23	10.7	100	3	31.2	10.5	100	5
DkBlue/grey	PILA60_4	PILA	7555	19067	540	-99	6000	5	2776	1	2018	-99	-99	9	2.79	100	7	3.95	100	9.5	5	80	3	-99	-99	-99	-99
DkBlue/LtGreen	PILA60_3	PILA	7558	20463	540	-99	6000	8	-99	0	2018	2018	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
DkBlue/LtGreen	PILA60_3	PILA	7558	20463	540	-99	6000	9	-99	0	2018	2018	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
DkBlue/LtGreen	PILA60_3	PILA	7558	20463	540	-99	6000	10	-99	0	2018	2018	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
DkBlue/LtGreen	PILA60_3	PILA	7558	20463	540	-99	6000	11	-99	0	2018	2018	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
DkBlue/LtGreen	PILA60_3	PILA	7558	20463	540	-99	6000	6	-99	0	2018	2019	-99	6	2.15	100	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
DkBlue/LtGreen	PILA60_3	PILA	7558	20463	540	-99	6000	1	-99	0	2018	2018	-99	11	2.37	25	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
DkBlue/LtGreen	PILA60_3	PILA	7558	20463	540	-99	6000	3	-99	0	2018	2019	-99	21	3.98	100	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
DkBlue/LtGreen	PILA60_3	PILA	7558	20463	540	-99	6000	2	426	0	2018	2020	-99	11	3.56	100	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
DkBlue/LtGreen	PILA60_3	PILA	7558	20463	540	-99	6000	5	1049	0	2018	2021	-99	10	2.68	100	11	5.43	100	-99	-99	-99	-99	-99	-99	-99	-99
DkBlue/LtGreen	PILA60_3	PILA	7558	20463	540	-99	6000	4	2302	0	2018	-99	-99	12	2.33	100	16	4.84	100	30	8.6	100	2	26.2	9	85	5
DkBlue/LtGreen	PILA60_3	PILA	7558	20463	540	-99	6000	7	2014	0	2018	-99	-99	13	2.79	100	17	5.81	100	26	7.3	100	2	37.2	9.6	100	5
DkBlue/LtGreen	PILA60_3	PILA	7558	20463	540	-99	6000	-99	2248	1	2018	-99	-99	21	3.98	100	26	6.5	100	35	10.4	90	3	-99	-99	-99	-99
DkBlue/Orange	PILA60_2	PILA	7556	20450	540	-99	6000	6	-99	0	2018	2018	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
DkBlue/Orange	PILA60_2	PILA	7556	20450	540	-99	6000	7	-99	0	2018	2018	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
DkBlue/Orange	PILA60_2	PILA	7556	20450	540	-99	6000	8	-99	0	2018	2018	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
DkBlue/Orange	PILA60_2	PILA	7556	20450	540	-99	6000	9	-99	0	2018	2018	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
DkBlue/Orange	PILA60_2	PILA	7556	20450	540	-99	6000	10	-99	0	2018	2018	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
DkBlue/Orange	PILA60_2	PILA	7556	20450	540	-99	6000	11	-99	0	2018	2018	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
DkBlue/Orange	PILA60_2	PILA	7556	20450	540	-99	6000	1	-99	0	2018	2019	-99	13	2.56	100	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
DkBlue/Orange	PILA60_2	PILA	7556	20450	540	-99	6000	3	1068	0	2018	2021	-99	8	2.31	100	13	8.47	100	-99	-99	-99	-99	-99	-99	-99	-99
DkBlue/Orange	PILA60_2	PILA	7556	20450	540	-99	6000	2	533	0	2018	-99	-99	9	2.65	100	15	4.06	100	20	2.4	100	3	33.8	9.8	100	5
DkBlue/Orange	PILA60_2	PILA	7556	20450	540	-99	6000	NA	2843	0	2018	-99	-99	13	2.56	100	23	5.5	100	33	17.7	100	5	44.6	13.8	100	5
DkBlue/Orange	PILA60_2	PILA	7556	20450	540	-99	6000	5	2911	0	2018	-99	-99	18	3.54	100	26.5	7.07	100	53	11.1	100	5	56.8	15.1	100	5
DkBlue/Orange	PILA60_2	PILA	7556	20450	540	-99	6000	4	2942	0	2018	-99	-99	17	3.13	100	23	6.05	100	34.7	10.3	100	3	41.8	12.2	100	5
DkBlue/red	PILA60_1	PILA	5676	7682	540	-99	6000	6	-99	0	2018	2018	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
DkBlue/red	PILA60_1	PILA	5676	7682	540	-99	6000	9	-99	0	2018	2018	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
DkBlue/red	PILA60_1	PILA	5676	7682	540	-99	6000	10	-99	0	2018	2018	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
DkBlue/red	PILA60_1	PILA	5676	7682	540	-99	6000	11	-99	0	2018	2018	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
DkBlue/red	PILA60_1	PILA	5676	7682	540	-99	6000	12	-99	0	2018	2018	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
DkBlue/red	PILA60_1	PILA	5676	7682	540	-99	6000	13	-99	0	2018	2018	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
DkBlue/red	PILA60_1	PILA	5676	7682	540	-99	6000	14	-99	0	2018	2018	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
DkBlue/red	PILA60_1	PILA	5676	7682	540	-99	6000	4	-99	0	2018	2019	-99	12	3.38	100	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
DkBlue/red	PILA60_1	PILA	5676	7682	540	-99	6000	2	421	0	2018	2021	-99	16	2.23	100	16	3.11	100	-99	-99	-99	-99	-99	-99	-99	-99
DkBlue/red	PILA60_1	PILA	5676	7682	540	-99	6000	8	2967	0	2018	2021	-99	10	2.95	100	7.5	2.95	100	-99	-99	-99	-99	-99	-99	-99	-99
DkBlue/red	PILA60_1	PILA	5676	7682	540	-99	6000	-99	2182	0	2018	2021	-99	12	3.38	100	15	5.22	100	21.5	8.8	100	3	23.6	9.8	0	5
DkBlue/red	PILA60_1	PILA	5676	7682	540	-99	6000	5	2381	1	2018	2021	-99	8	3.07	100	8	4.3	100	10	6.2	100	2	10.4	4.1	0	5
DkBlue/red	PILA60_1	PILA	5676	7682	540	-99	6000	3	97	0	2018	-99	-99	10	2.62	100	14	5.83	100	-99	-99	-99	-99	23.6	9	100	5
DkBlue/red	PILA60_1	PILA	5676	7682	540	-99	6000	1	624	0	2018	-99	-99	14	3.19	100	21	6.45	100	34.7	6.4	100	3	63.2	13.8	100	5
DkBlue/red	PILA60_1	PILA	5676	7682	540	-99	6000	7	1004	0	2018	-99	-99	9	2.88	100	13	4.32	100	21	6.9	100	3	27.8	8.6	100	5
DkBlue/RegYellow	PILA60_5	PILA	7557	20459	540	-99	6000	2	-99	0	2018	2018	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
DkBlue/RegYellow	PILA60_5	PILA	7557	20459	540	-99	6000	3	-99	0	2018	2018	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
DkBlue/RegYellow	PILA60_5	PILA	7557	20459	540	-99	6000	1	95	0	2018	-99	-99	15	3.3	100	24	6.42	100	-99	-99	-99	-99	54.4	13.5	100	5
DkBlue/SkyBlue	PILA60_6	PILA	7559	20464	540	-99	6000	-99	2012	0	2018	2018	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
DkBlue/SkyBlue	PILA60_6	PILA	7559	20464	540	-99	6000	7	-99	0	2018	2018	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
DkBlue/SkyBlue	PILA60_6	PILA	7559	20464	540	-99	6000	8	-99	0	2018	2018	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
DkBlue/SkyBlue	PILA60_6	PILA	7559	20464	540	-99	6000	9	-99	0	2018	2018	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
DkBlue/SkyBlue	PILA60_6	PILA	7559	20464	540	-99	6000	1	-99	0	2018	2019	-99	12	2.21	50	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
DkBlue/SkyBlue	PILA60_6	PILA	7559	20464	540	-99	6000	2	-99	0	2018	2019	-99	8	2.22	100	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
DkBlue/SkyBlue	PILA60_6	PILA	7559	20464	540	-99	6000	3	-99	0	2018	2019	-99	16	4.14	100	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
DkBlue/SkyBlue	PILA60_6	PILA	7559	20464	540	-99	6000	4	1076	0	2018	2020	-99	9	2.56	100	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
DkBlue/SkyBlue	PILA60_6	PILA	7559	20464	540	-99	6000	5	2998	0	2018	2021	-99	7	2.35	100	9.5	4.98	100	18	6.2	100	3	19.2	7.6	0	5
DkBlue/SkyBlue	PILA60_6	PILA	7559	20464	540	-99	6000	6	2922	1	2018	-99	-99	11	2.37	100	13.5	4.37	100	28	10.4	100	3	25.8	9.1	75	5
DkBlue/SkyBlue	PILA60_6	PILA	7559	20464	540	-99	6000	-99	1592	1	2018	-99	-99	-99	-99	-99	15.5	4.8	100	17	5.5	95	3	22.2	8.4	100	5
DkBlue/SkyBlue	PILA60_6	PILA	7559	20464	540	-99	6000	-99	2749	1	2018	-99	-99	16	4.14	100	14.5	6.61	100	27	9.9	100	3	36.6	12.7	100	5
grey/black	PILA45_1	PILA	8243	19303	531	-99	4500	8	-99	0	2018	2018	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
grey/black	PILA45_1	PILA	8243	19303	531	-99	4500	9	-99	0	2018	2018	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
grey/black	PILA45_1	PILA	8243	19303	531	-99	4500	2	167	0	2018	2020	-99	12	2.11	100	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
grey/black	PILA45_1	PILA	8243	19303	531	-99	4500	5	2008	0	2018	2021	-99	12	2.41	100	17	4.47	100	-99	-99	100	5	-99	-99	-99	-99
grey/black	PILA45_1	PILA	8243	19303	531	-99	4500	1	2092	1	2018	-99	-99	13	4.05	100	23	9.21	100	37	11.1	80	3	38.4	13.4	25	5
grey/black	PILA45_1	PILA	8243	19303	531	-99	4500	4	297	0	2018	-99	-99	24	4.26	100	34.5	11.98	100	-99	-99	-99	-99	77.4	27.9	100	5
grey/black	PILA45_1	PILA	8243	19303	531	-99	4500	3	2224	0	2018	-99	-99	14	3.46	100	13	6.35	100	26	9	100	3	46.8	12.9	100	5
grey/black	PILA45_1	PILA	8243	19303	531	-99	4500	6	2779	0	2018	-99	-99	13	4.53	100	16.5	6.65	100	35	9.5	100	3	54.2	13.9	100	5
grey/black	PILA45_1	PILA	8243	19303	531	-99	4500	7	2875	0	2018	-99	-99	12	2.67	100	12.5	3.8	100	14.3	6.7	85	3	20.8	8.6	100	5
grey/clear	PILA45_2	PILA	6250	19328	531	-99	4500	8	-99	0	2018	2018	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
grey/clear	PILA45_2	PILA	6250	19328	531	-99	4500	1	-99	0	2018	2019	-99	11	3.45	100	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
grey/clear	PILA45_2	PILA	6250	19328	531	-99	4500	3	-99	0	2018	2019	-99	19	5.02	100	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
grey/clear	PILA45_2	PILA	6250	19328	531	-99	4500	4	2675	0	2018	2020	-99	11	3.36	100	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
grey/clear	PILA45_2	PILA	6250	19328	531	-99	4500	6	2952	0	2018	2020	-99	12	3.67	100	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
grey/clear	PILA45_2	PILA	6250	19328	531	-99	4500	-99	1140	0	2018	2021	-99	-99	-99	-99	21.5	7.13	100	-99	-99	-99	0	31.6	9.3	0	5
grey/clear	PILA45_2	PILA	6250	19328	531	-99	4500	2	99	1	2018	-99	-99	11	2.83	100	14.5	5.75	100	36	6.2	100	2	38.2	8.9	100	5
grey/clear	PILA45_2	PILA	6250	19328	531	-99	4500	5	1001	0	2018	-99	-99	12	2.25	100	15.5	5.11	100	22	8	100	2	31.2	10.1	100	5
grey/clear	PILA45_2	PILA	6250	19328	531	-99	4500	7	2782	0	2018	-99	-99	13	3.96	100	21	5.46	100	34.7	9.6	85	3	46	13.4	100	5
grey/orange	PILA45_3	PILA	8242	19320	531	-99	4500	8	-99	0	2018	2018	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
grey/orange	PILA45_3	PILA	8242	19320	531	-99	4500	9	-99	0	2018	2018	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
grey/orange	PILA45_3	PILA	8242	19320	531	-99	4500	2	-99	0	2018	2019	-99	10	2.2	100	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
grey/orange	PILA45_3	PILA	8242	19320	531	-99	4500	6	-99	0	2018	2019	-99	6	3.05	100	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
grey/orange	PILA45_3	PILA	8242	19320	531	-99	4500	7	-99	0	2018	2019	-99	15	2.9	100	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
grey/orange	PILA45_3	PILA	8242	19320	531	-99	4500	3	100	0	2018	2021	-99	14	3.9	100	21	6	100	-99	-99	-99	-99	-99	-99	-99	-99
grey/orange	PILA45_3	PILA	8242	19320	531	-99	4500	4	173	0	2018	-99	-99	10	3.2	100	13.5	4.26	100	-99	-99	-99	-99	29.2	8.3	75	3
grey/orange	PILA45_3	PILA	8242	19320	531	-99	4500	-99	1014	0	2018	-99	-99	-99	-99	-99	13	6.58	100	21	10.6	100	3	26.6	7.6	80	5
grey/orange	PILA45_3	PILA	8242	19320	531	-99	4500	5	2808	0	2018	-99	-99	18	5.3	100	19	7.61	100	22	6.4	100	5	37.8	11.1	85	5
grey/orange	PILA45_3	PILA	8242	19320	531	-99	4500	1	2722	0	2018	-99	-99	12	2.69	100	12	4.78	100	22.5	8.5	100	3	43.8	10.8	100	5
grey/pink	PILA45_4	PILA	8245	19447	531	-99	4500	6	-99	0	2018	2018	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
grey/pink	PILA45_4	PILA	8245	19447	531	-99	4500	1	-99	0	2018	2019	-99	13	4.76	100	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
grey/pink	PILA45_4	PILA	8245	19447	531	-99	4500	3	-99	0	2018	2019	-99	15	4.38	100	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
grey/pink	PILA45_4	PILA	8245	19447	531	-99	4500	5	-99	0	2018	2019	-99	18	3.3	100	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
grey/pink	PILA45_4	PILA	8245	19447	531	-99	4500	4	-99	0	2018	2019	-99	12	3.18	100	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
grey/pink	PILA45_4	PILA	8245	19447	531	-99	4500	2	314	0	2018	2021	-99	12	3.2	100	41	21.9	100	-99	-99	-99	-99	-99	-99	-99	-99
grey/pink	PILA45_4	PILA	8245	19447	531	-99	4500	4	2013	1	2018	-99	-99	10	2.76	100	22	5.4	100	40	8.2	100	5	-99	-99	-99	-99
grey/purple	PILA45_5	PILA	7057	19408	531	-99	4500	1	-99	0	2018	2018	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
grey/purple	PILA45_5	PILA	7057	19408	531	-99	4500	3	1031	0	2018	2021	-99	10	2.3	100	17	4.82	100	-99	-99	-99	-99	-99	-99	-99	-99
grey/purple	PILA45_5	PILA	7057	19408	531	-99	4500	2	2068	0	2018	2021	-99	14	3.03	100	26	6.95	100	-99	-99	-99	-99	-99	-99	-99	-99
grey/purple	PILA45_5	PILA	7057	19408	531	-99	4500	4	2941	0	2018	2021	-99	8	2.39	100	12	3.79	100	-99	-99	-99	-99	-99	-99	-99	-99
grey/red	PILA45_6	PILA	6263	19304	531	-99	4500	3	-99	0	2018	2019	-99	11	2.95	100	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
grey/red	PILA45_6	PILA	6263	19304	531	-99	4500	2	2865	0	2018	2021	-99	13	2.29	100	14	2.7	100	-99	-99	-99	-99	-99	-99	-99	-99
grey/red	PILA45_6	PILA	6263	19304	531	-99	4500	1	146	0	2018	2021	-99	15	3.51	100	15.5	5.86	100	-99	-99	-99	-99	24	7.5	0	5
grey/red	PILA45_6	PILA	6263	19304	531	-99	4500	4	2220	0	2018	-99	-99	-99	-99	-99	17	3.4	100	-99	-99	-99	-99	74.2	27.3	100	3
grey/RegYellow	PILA45_7	PILA	6264	19410	531	-99	4500	2	-99	0	2018	2018	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
grey/RegYellow	PILA45_7	PILA	6264	19410	531	-99	4500	5	-99	0	2018	2018	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
grey/RegYellow	PILA45_7	PILA	6264	19410	531	-99	4500	4	-99	0	2018	2018	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
grey/RegYellow	PILA45_7	PILA	6264	19410	531	-99	4500	6	-99	0	2018	2018	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
grey/RegYellow	PILA45_7	PILA	6264	19410	531	-99	4500	1	2214	0	2018	-99	-99	24	4.61	100	22.5	7.46	100	-99	-99	-99	-99	129.8	39.8	100	3
grey/RegYellow	PILA45_7	PILA	6264	19410	531	-99	4500	3	2984	0	2018	-99	-99	13	3.33	100	17	6.23	100	24	7	100	3	-99	-99	-99	-99
grey/SkyBlue	PILA45_8	PILA	8241	19328	531	-99	4500	5	-99	0	2018	2018	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
grey/SkyBlue	PILA45_8	PILA	8241	19328	531	-99	4500	3	-99	0	2018	2018	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
grey/SkyBlue	PILA45_8	PILA	8241	19328	531	-99	4500	7	-99	0	2018	2018	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
grey/SkyBlue	PILA45_8	PILA	8241	19328	531	-99	4500	8	-99	0	2018	2018	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
grey/SkyBlue	PILA45_8	PILA	8241	19328	531	-99	4500	9	-99	0	2018	2018	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
grey/SkyBlue	PILA45_8	PILA	8241	19328	531	-99	4500	1	-99	0	2018	2019	-99	15	3.11	75	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
grey/SkyBlue	PILA45_8	PILA	8241	19328	531	-99	4500	2	92	0	2018	-99	-99	15	4	100	24	8.23	100	-99	-99	-99	-99	46.2	14.1	100	5
grey/SkyBlue	PILA45_8	PILA	8241	19328	531	-99	4500	4	2119	0	2018	-99	-99	15	4.74	100	23	8.82	100	39	13.9	100	3	49.2	17.4	100	5
grey/SkyBlue	PILA45_8	PILA	8241	19328	531	-99	4500	6	2877	0	2018	-99	-99	15	3.58	100	17	6.3	100	30.2	5.5	95	3	49.4	12.2	100	5
Local	PILA50_L	PILA	-99	-99	526	-99	5250	-99	1299	0	2018	2021	-99	-99	-99	-99	29	9.33	100	-99	-99	-99	-99	43	11.9	0	5
Local	PILA50_L	PILA	-99	-99	526	-99	5250	-99	1290	0	2018	2020	-99	-99	-99	-99	23	6.79	100	-99	-99	-99	0	-99	-99	-99	-99
Local	PILA50_L	PILA	-99	-99	526	-99	5250	-99	1120	0	2018	2021	-99	-99	-99	-99	19	5.43	100	-99	-99	-99	-99	-99	-99	-99	-99
Local	PILA50_L	PILA	-99	-99	526	-99	5250	-99	1271	0	2018	2021	-99	-99	-99	-99	9.5	5.47	100	-99	-99	-99	-99	-99	-99	-99	-99
Local	PILA50_L	PILA	-99	-99	526	-99	5250	-99	1278	0	2018	2021	-99	-99	-99	-99	24	7.26	100	-99	-99	-99	-99	-99	-99	-99	-99
Local	PILA50_L	PILA	-99	-99	526	-99	5250	-99	1295	0	2018	2021	-99	-99	-99	-99	12	4.37	100	-99	-99	-99	-99	-99	-99	-99	-99
Local	PILA50_L	PILA	-99	-99	526	-99	5250	-99	1296	0	2018	2021	-99	-99	-99	-99	23	7.14	100	-99	-99	-99	-99	-99	-99	-99	-99
Local	PILA50_L	PILA	-99	-99	526	-99	5250	-99	1297	0	2018	2021	-99	-99	-99	-99	13.5	5.31	100	-99	-99	-99	-99	-99	-99	-99	-99
Local	PILA50_L	PILA	-99	-99	526	-99	5250	-99	1298	0	2018	2021	-99	-99	-99	-99	11.5	4.62	100	-99	-99	-99	-99	-99	-99	-99	-99
Local	PILA50_L	PILA	-99	-99	526	-99	5250	-99	1265	0	2018	-99	-99	-99	-99	-99	15.5	7.3	100	24.3	9.7	20	3	15.4	11.5	5	5
Local	PILA50_L	PILA	-99	-99	526	-99	5250	-99	1300	0	2018	-99	-99	-99	-99	-99	17.5	7.4	100	-99	-99	-99	-99	28.4	11.9	5	5
Local	PILA50_L	PILA	-99	-99	526	-99	5250	-99	1212	0	2018	-99	-99	-99	-99	-99	18	7.87	100	18.4	9.7	80	3	23.8	12.7	75	5
Local	PILA50_L	PILA	-99	-99	526	-99	5250	-99	1266	0	2018	-99	-99	-99	-99	-99	20.5	6.51	100	-99	-99	-99	-99	38.8	10.9	75	5
Local	PILA50_L	PILA	-99	-99	526	-99	5250	-99	1267	0	2018	-99	-99	-99	-99	-99	19	8.04	100	-99	-99	-99	-99	43.2	18.4	75	5
Local	PILA50_L	PILA	-99	-99	526	-99	5250	-99	1294	0	2018	-99	-99	-99	-99	-99	21	9.92	100	-99	-99	-99	-99	39.6	16.7	75	5
Local	PILA50_L	PILA	-99	-99	526	-99	5250	-99	1293	0	2018	-99	-99	-99	-99	-99	30	7.44	100	-99	-99	-99	-99	46.6	12.2	80	5
Local	PILA50_L	PILA	-99	-99	526	-99	5250	-99	1268	0	2018	-99	-99	-99	-99	-99	12.5	6.55	75	19.5	11.5	70	3	21.2	12.2	90	5
Local	PILA50_L	PILA	-99	-99	526	-99	5250	-99	1101	1	2018	-99	-99	-99	-99	-99	34.5	9.84	100	-99	-99	-99	-99	85.2	33.4	100	5
Local	PILA50_L	PILA	-99	-99	526	-99	5250	-99	1102	0	2018	-99	-99	-99	-99	-99	22	10.77	100	-99	-99	-99	-99	80.2	18.3	100	5
